loan_amnt,term_months,int_rate,installment,annual_inc,dti,fico_score,open_acc,revol_util,home_ownership,purpose,emp_length_years
11211,60,12.99,291.83,137183,1.2,768,6,108.62,OWN,small_business,2
34270,36,8.71,1169.27,146652,9.06,759,19,106.09,MORTGAGE,home_improvement,2
2651,36,14.83,586.06,170740,34.77,685,15,71.52,OWN,credit_card,19
23192,60,26.76,1141.74,132355,26.29,686,12,119.48,MORTGAGE,small_business,19
6656,60,17.46,801.45,44502,28.97,842,16,59.56,RENT,car,9
25519,36,22.97,1067.08,125424,23.68,589,15,5.21,RENT,car,2
5652,36,6.51,685.11,62973,23.21,744,2,42.02,OWN,car,7
7873,36,17.82,768.44,122995,20.45,618,8,51.72,MORTGAGE,debt_consolidation,10
28649,36,16.89,1074.49,166874,16.71,584,18,8.9,RENT,home_improvement,17
17061,60,14.57,1118.43,166362,7.02,647,12,45.29,RENT,small_business,15
33352,36,6.72,496.18,49948,14.39,588,13,20.16,OWN,credit_card,13
3563,36,23.41,103.22,95761,1.05,753,1,50.39,OWN,home_improvement,15
19711,60,24.82,643.67,160741,33.19,767,10,43.53,MORTGAGE,home_improvement,3
33320,60,7.58,699.89,141946,13.05,757,18,21.47,MORTGAGE,home_improvement,4
2998,36,5.89,554.18,45617,31.21,658,13,43.96,RENT,car,11
34282,60,6.99,746.91,76284,31.15,607,11,68.6,RENT,credit_card,2
9876,36,8.56,1157.26,84344,3.18,836,18,54.54,MORTGAGE,small_business,16
17527,36,12.79,970.95,139837,21.6,715,1,77.55,RENT,small_business,15
6901,36,20.76,1083.99,175387,17.63,708,14,113.32,RENT,small_business,2
16343,60,21.93,360.98,91473,10.01,672,10,55.52,OWN,car,16
4471,60,23.66,394.65,92940,26.61,800,16,76.87,MORTGAGE,debt_consolidation,14
22447,36,27.13,820.31,180152,22.06,806,5,56.34,MORTGAGE,credit_card,2
27806,36,21.68,346.43,131342,18.81,611,11,110.44,MORTGAGE,home_improvement,1
24834,60,19.43,185.81,51391,26.93,687,9,31.34,MORTGAGE,small_business,1
14703,36,27.67,233.15,41545,27.45,736,1,23.0,OWN,debt_consolidation,16
5886,36,22.86,104.99,182434,10.47,718,14,68.73,RENT,credit_card,19
3936,36,27.07,802.5,64377,7.65,831,16,63.81,MORTGAGE,car,0
28500,60,14.39,385.42,160487,6.06,615,5,46.46,OWN,home_improvement,7
29753,60,18.09,415.79,41694,32.56,615,9,41.25,RENT,credit_card,15
30127,36,27.24,1147.52,79207,2.64,696,17,29.89,RENT,debt_consolidation,7
15288,36,25.72,810.8,165893,3.06,768,15,82.79,OWN,car,15
9438,60,23.34,215.42,83252,17.97,786,17,21.19,MORTGAGE,car,10
2367,60,25.92,497.0,94712,18.43,588,19,104.72,RENT,credit_card,0
24929,60,22.63,189.41,104509,30.43,752,9,63.37,MORTGAGE,car,0
30197,60,5.58,1063.44,167712,10.17,760,14,45.4,MORTGAGE,credit_card,4
3591,60,11.27,806.09,43091,33.66,595,9,83.46,MORTGAGE,small_business,18
33265,60,23.63,251.07,88237,11.97,824,13,112.57,OWN,small_business,5
18633,36,15.42,234.34,61787,14.86,685,8,63.18,OWN,home_improvement,15
6486,60,27.69,1042.8,148215,21.37,713,14,76.05,MORTGAGE,car,16
23394,60,24.2,525.93,153018,33.69,580,18,103.73,OWN,home_improvement,4
29272,36,27.76,369.17,47774,10.32,755,18,89.07,MORTGAGE,car,6
9946,60,19.82,1054.77,179947,0.53,622,15,117.24,MORTGAGE,home_improvement,1
22386,36,19.01,613.55,162081,33.91,722,16,35.12,MORTGAGE,debt_consolidation,8
5760,60,19.62,1192.74,185392,0.68,751,5,54.11,RENT,car,17
26121,36,12.42,355.15,47328,26.69,690,15,114.41,MORTGAGE,credit_card,12
31232,36,20.91,1058.87,46178,6.79,653,17,48.51,MORTGAGE,car,7
24122,60,13.27,338.62,66293,2.09,733,18,17.33,RENT,car,8
20183,36,22.33,857.66,119909,4.76,603,15,99.52,MORTGAGE,small_business,13
21677,60,10.33,618.42,89833,9.87,580,10,44.25,MORTGAGE,car,14
20758,36,19.7,526.23,112916,26.13,802,2,18.35,OWN,debt_consolidation,16
21421,36,24.57,121.14,193908,0.95,696,16,89.6,MORTGAGE,credit_card,16
32551,60,16.0,1141.95,61347,6.29,802,3,22.3,RENT,small_business,8
21670,36,5.54,285.73,61274,29.91,755,5,110.31,OWN,car,4
1504,36,27.09,693.56,32017,29.4,696,16,88.35,MORTGAGE,credit_card,11
32966,60,12.47,573.95,28360,31.87,583,6,17.46,RENT,debt_consolidation,8
18569,60,12.04,1173.47,28769,8.82,687,1,112.38,MORTGAGE,credit_card,5
4627,60,10.77,950.77,194052,15.01,651,11,36.39,MORTGAGE,credit_card,18
31873,60,25.16,495.0,189271,10.86,682,1,16.58,RENT,credit_card,16
22067,60,18.24,652.31,92005,20.0,801,2,19.6,RENT,home_improvement,2
10689,60,13.29,884.62,157629,21.48,710,13,45.87,RENT,home_improvement,16
17538,60,25.38,338.09,89152,27.09,815,6,9.03,OWN,debt_consolidation,8
11143,60,24.02,1123.83,107892,22.31,645,8,46.63,MORTGAGE,car,3
9770,36,27.37,302.59,152714,15.58,759,17,28.02,OWN,credit_card,18
29940,36,17.44,1190.47,179412,19.66,726,1,57.62,OWN,car,3
13996,36,16.97,536.2,38064,5.68,805,12,27.2,RENT,credit_card,2
33298,36,23.71,417.22,177400,6.2,644,18,64.06,RENT,credit_card,12
6713,36,12.22,993.65,190386,25.65,814,18,65.93,OWN,credit_card,17
25704,60,25.45,763.13,137710,9.77,741,19,114.13,OWN,credit_card,18
3044,60,7.04,102.44,184529,32.74,652,11,54.75,OWN,credit_card,17
14456,60,11.07,1080.63,193846,31.66,666,14,46.06,OWN,credit_card,6
5006,60,27.16,245.36,60910,8.04,617,3,21.7,RENT,car,19
33330,60,22.27,101.2,35289,27.9,734,16,26.15,RENT,debt_consolidation,0
30231,36,15.89,261.81,30856,10.43,817,9,82.18,RENT,car,2
21309,36,12.11,497.99,32128,5.61,655,3,97.28,RENT,debt_consolidation,10
10916,60,12.54,275.9,29530,29.38,661,15,26.1,OWN,debt_consolidation,14
17023,60,9.31,60.48,48370,30.95,743,7,18.09,OWN,credit_card,8
25052,36,10.29,109.84,43135,29.6,683,15,31.47,OWN,small_business,2
20604,36,8.12,125.77,170856,9.68,714,2,16.29,OWN,home_improvement,5
3336,60,25.48,472.12,49018,23.13,597,9,95.66,OWN,home_improvement,12
24989,60,26.41,334.08,21634,23.29,761,12,62.55,RENT,small_business,12
24906,36,22.57,455.86,128609,2.16,787,19,68.56,RENT,small_business,14
26275,36,20.51,670.59,175846,31.15,674,11,62.41,RENT,home_improvement,9
5703,60,18.0,713.91,68001,20.02,688,14,104.85,RENT,car,3
17901,60,13.23,847.48,195627,1.23,628,5,95.81,OWN,home_improvement,1
6105,36,11.75,904.03,188892,32.82,626,11,37.27,OWN,small_business,6
19108,36,9.01,193.76,81353,16.44,609,4,39.37,MORTGAGE,small_business,15
34398,60,17.69,197.22,37798,2.21,620,19,84.89,RENT,small_business,10
12826,60,27.33,382.28,157295,21.26,685,5,113.72,RENT,debt_consolidation,4
34755,60,23.14,1007.84,192191,8.66,742,11,62.76,RENT,car,15
2629,36,11.17,853.66,35646,28.67,582,8,47.62,RENT,home_improvement,6
18570,36,17.55,191.63,161142,15.09,581,6,115.8,OWN,car,6
31049,36,21.93,736.83,190956,22.03,732,18,104.03,RENT,small_business,7
28005,36,26.97,182.7,157045,8.98,763,6,43.31,RENT,small_business,18
9848,36,22.67,701.84,36833,4.04,736,13,59.12,RENT,home_improvement,14
22684,36,23.5,327.09,143967,9.26,582,6,96.08,MORTGAGE,car,10
23999,60,19.51,395.18,122409,1.96,643,18,31.17,MORTGAGE,home_improvement,18
3695,36,20.54,581.3,100729,18.2,627,16,76.22,RENT,small_business,14
7588,36,18.53,1106.05,64291,5.36,638,7,100.6,RENT,small_business,19
30277,36,5.52,465.7,30786,20.82,747,10,119.47,OWN,small_business,8
22972,60,26.41,306.2,27304,12.07,812,13,47.22,RENT,credit_card,5
9547,36,6.07,811.97,186040,16.63,580,16,118.74,OWN,small_business,10
15693,60,25.84,579.86,28507,20.67,633,2,110.14,RENT,small_business,14
14076,36,7.46,584.21,47786,14.7,774,19,114.75,MORTGAGE,home_improvement,2
25736,60,24.52,1115.59,75258,24.04,747,1,70.49,RENT,credit_card,0
27660,60,20.93,81.62,88201,1.18,706,4,1.81,MORTGAGE,small_business,10
10741,60,20.58,127.02,28086,16.71,631,1,48.07,RENT,car,0
9070,36,14.71,296.72,47785,11.6,615,9,40.13,RENT,debt_consolidation,13
28877,60,13.15,167.33,127775,2.25,814,12,9.28,OWN,home_improvement,8
10130,36,23.57,412.91,29874,33.3,626,1,103.33,MORTGAGE,debt_consolidation,12
23626,36,22.38,981.15,153129,11.98,588,8,28.12,OWN,debt_consolidation,7
8994,60,23.0,155.27,114306,24.96,601,18,46.92,RENT,car,17
14074,60,11.09,706.35,151022,13.97,730,18,12.53,MORTGAGE,home_improvement,17
7371,60,20.79,929.36,67285,9.01,667,2,97.55,OWN,credit_card,4
27342,36,13.53,906.33,46627,2.92,749,2,67.04,RENT,car,15
7358,60,17.15,957.09,20209,28.93,625,12,102.28,OWN,car,12
4453,36,16.68,279.12,163894,17.7,585,8,61.87,OWN,debt_consolidation,1
7172,60,11.71,259.1,84108,19.5,661,12,49.32,MORTGAGE,small_business,2
17654,36,26.97,228.84,140763,4.78,610,10,78.3,MORTGAGE,small_business,9
23495,60,12.64,892.77,94922,25.58,637,13,48.06,RENT,home_improvement,7
4041,60,9.97,378.43,86403,4.82,621,3,47.02,RENT,home_improvement,6
6433,36,7.35,1098.57,130803,12.26,631,10,57.83,RENT,car,17
7980,36,21.48,320.84,59215,8.84,826,19,3.99,MORTGAGE,credit_card,13
23387,60,21.96,918.78,197144,2.41,583,14,33.97,RENT,home_improvement,15
12093,36,24.63,453.89,117013,2.58,596,3,45.45,RENT,car,0
2125,36,18.16,998.52,54946,12.56,589,17,117.45,OWN,car,4
33764,36,21.68,517.04,136359,23.2,623,17,15.76,MORTGAGE,home_improvement,16
23692,60,20.08,229.59,24718,15.97,798,4,108.92,MORTGAGE,home_improvement,18
2196,60,20.82,385.52,76485,4.86,591,14,70.85,OWN,credit_card,1
26934,60,11.16,894.57,149613,19.07,656,9,17.08,MORTGAGE,car,19
24874,60,27.02,893.74,162942,33.89,750,6,71.25,RENT,home_improvement,11
26731,60,18.59,156.28,62380,7.42,795,3,13.17,MORTGAGE,car,9
34576,36,6.34,962.31,43321,33.31,618,12,37.16,OWN,home_improvement,15
20023,60,9.73,559.77,67259,28.74,620,14,50.98,OWN,home_improvement,12
15256,60,19.3,1153.23,168010,3.56,754,10,105.51,OWN,small_business,1
10503,60,15.13,570.7,116816,32.12,669,5,11.66,MORTGAGE,home_improvement,2
20008,36,16.28,413.46,49519,24.6,683,8,62.42,OWN,debt_consolidation,6
20991,36,23.03,1147.37,105990,30.74,597,13,62.13,OWN,debt_consolidation,14
25729,36,15.66,1197.93,99486,15.5,816,6,42.15,MORTGAGE,small_business,9
8851,60,5.82,786.3,108970,3.3,600,16,98.46,MORTGAGE,small_business,11
17753,36,19.03,539.96,166398,27.13,583,16,42.0,OWN,car,14
8370,36,7.63,385.0,146048,32.69,707,15,36.68,MORTGAGE,car,18
14001,60,25.37,928.07,97400,31.06,632,18,79.87,RENT,debt_consolidation,6
32065,36,23.9,67.95,82546,2.54,690,2,93.99,OWN,credit_card,17
6571,36,18.63,599.77,44732,18.87,607,6,13.87,MORTGAGE,home_improvement,1
7476,60,8.57,962.08,90514,27.97,605,14,49.49,RENT,car,12
33172,36,22.42,860.65,195768,16.32,687,5,94.29,MORTGAGE,car,2
12772,36,5.89,691.15,147048,21.14,620,8,58.5,MORTGAGE,credit_card,11
17526,60,27.05,554.91,128659,3.99,782,2,97.94,MORTGAGE,debt_consolidation,18
3866,36,20.54,952.44,77805,11.8,713,3,67.91,OWN,debt_consolidation,3
26712,36,15.03,407.89,61704,16.47,789,5,35.2,MORTGAGE,car,12
25860,60,21.73,629.12,170821,32.45,670,14,72.28,MORTGAGE,car,3
16398,36,25.76,1083.88,76625,34.57,751,5,62.23,MORTGAGE,small_business,5
12950,36,9.82,138.91,137537,34.78,840,17,5.07,RENT,car,11
12116,60,6.18,260.72,149471,2.4,775,4,65.86,RENT,car,17
3800,60,20.99,817.15,190574,2.04,654,2,58.55,MORTGAGE,car,2
12261,36,18.03,871.9,97838,7.26,622,4,56.3,MORTGAGE,car,9
4081,60,5.69,95.81,73866,17.77,769,7,7.57,RENT,small_business,11
2750,60,25.43,531.4,34284,1.92,611,8,52.46,OWN,home_improvement,5
26613,36,21.86,1054.37,96827,12.81,631,14,28.84,OWN,car,0
16372,36,26.5,904.21,115169,34.59,715,3,104.72,OWN,small_business,4
2324,60,11.79,552.11,123467,32.82,586,16,112.07,OWN,home_improvement,10
30975,36,13.03,503.5,150704,23.14,822,4,10.37,MORTGAGE,small_business,19
24299,60,20.19,604.62,49974,21.22,815,3,66.11,MORTGAGE,car,17
16374,60,19.25,349.33,57487,16.7,744,14,60.83,OWN,credit_card,4
12918,36,8.67,214.93,141867,32.46,818,17,46.82,RENT,small_business,12
23931,60,22.0,470.2,174534,2.75,831,14,77.85,OWN,small_business,3
3179,60,20.49,1161.88,61530,7.33,690,3,114.13,OWN,credit_card,11
26280,36,15.32,817.01,144115,24.59,824,17,112.97,OWN,debt_consolidation,0
1244,60,13.49,1091.37,78835,0.12,663,16,3.95,OWN,credit_card,10
23263,36,7.62,62.08,137282,5.12,617,15,7.91,MORTGAGE,small_business,15
27293,36,5.95,900.15,138529,18.6,777,19,112.28,RENT,car,9
9792,60,7.11,139.74,49968,17.37,614,10,47.53,MORTGAGE,debt_consolidation,12
27899,60,25.88,1126.08,64863,1.57,786,19,89.7,MORTGAGE,car,1
11350,36,23.21,1099.56,40563,32.0,728,11,118.47,RENT,car,11
19919,60,8.45,1012.69,107691,20.37,748,16,77.17,RENT,credit_card,2
31791,36,15.94,1042.53,129334,5.97,599,9,52.22,OWN,small_business,19
31462,60,14.62,283.09,118316,14.77,812,3,77.4,MORTGAGE,small_business,6
3745,60,8.4,308.47,27139,24.3,813,14,113.29,RENT,credit_card,17
25472,36,8.23,468.21,122126,10.54,665,16,51.86,MORTGAGE,debt_consolidation,13
21316,60,15.91,862.23,143574,34.35,817,12,114.64,OWN,home_improvement,14
6232,36,10.11,631.8,61129,3.38,595,11,14.0,MORTGAGE,debt_consolidation,2
32226,60,20.55,530.46,149447,4.95,596,19,95.67,RENT,home_improvement,11
9706,36,13.0,835.25,92485,18.11,733,13,112.59,OWN,debt_consolidation,7
10127,60,7.64,430.31,21511,9.12,652,3,82.68,RENT,credit_card,1
22927,36,10.47,1197.51,199370,15.14,739,13,82.87,RENT,car,9
22698,60,14.11,1066.32,117292,10.56,585,7,105.72,RENT,credit_card,10
20162,36,15.81,213.3,169676,1.16,720,17,19.3,MORTGAGE,home_improvement,14
14050,60,12.64,1176.05,38540,5.41,611,14,68.13,OWN,small_business,2
5675,36,21.77,135.82,91102,3.44,698,17,115.31,RENT,credit_card,12
8287,60,24.17,618.19,55500,28.09,757,16,19.56,OWN,home_improvement,15
24383,60,7.1,435.08,120131,25.87,730,10,91.88,OWN,debt_consolidation,0
24736,60,21.55,234.42,198050,1.28,610,11,83.07,MORTGAGE,home_improvement,13
34986,36,24.27,451.0,77782,23.23,830,16,42.29,RENT,small_business,10
30299,36,7.33,171.79,171458,14.86,754,5,6.14,MORTGAGE,credit_card,19
21662,60,19.37,212.13,196087,23.26,606,19,26.01,RENT,home_improvement,0
13632,36,23.31,395.47,159084,29.85,609,8,75.19,MORTGAGE,car,3
28605,36,25.13,617.99,158143,29.75,817,12,6.14,MORTGAGE,car,18
33083,60,18.86,1107.92,160290,16.64,646,10,16.9,MORTGAGE,debt_consolidation,9
30304,60,26.48,1181.21,173656,8.12,790,17,17.54,MORTGAGE,small_business,3
2759,60,23.36,1122.31,152721,12.77,593,1,42.56,OWN,home_improvement,6
6889,36,10.16,768.52,122960,33.92,700,10,97.56,OWN,debt_consolidation,17
19077,36,20.7,780.24,112674,6.66,706,8,116.84,OWN,home_improvement,13
15369,36,22.8,1014.67,89503,9.83,638,6,60.81,RENT,debt_consolidation,10
12781,36,14.66,1076.3,181613,18.53,737,1,40.25,RENT,debt_consolidation,16
11516,60,23.03,477.94,147615,7.93,823,5,4.88,RENT,car,0
15715,60,24.81,700.89,173594,29.75,634,4,11.8,RENT,car,17
4092,36,15.19,876.31,59970,7.29,826,19,24.57,RENT,small_business,19
8099,60,6.52,490.52,25723,8.93,760,3,71.62,MORTGAGE,car,5
21792,36,11.95,298.97,127385,33.52,651,10,100.33,MORTGAGE,credit_card,15
12989,60,8.2,315.61,188711,0.96,758,16,6.74,MORTGAGE,small_business,2
17021,36,19.85,264.88,102901,31.31,809,13,67.65,RENT,small_business,10
28386,36,11.21,502.78,98649,8.57,745,14,90.36,RENT,credit_card,17
11717,36,25.55,368.76,105398,26.84,592,10,25.99,RENT,debt_consolidation,6
17282,60,22.97,121.06,89890,2.08,797,8,55.11,RENT,home_improvement,8
20945,36,15.32,456.87,131282,31.87,758,1,100.66,RENT,home_improvement,16
19474,60,14.65,850.8,108022,28.7,625,1,68.82,MORTGAGE,credit_card,6
1406,60,17.46,568.27,41491,10.82,745,19,25.89,MORTGAGE,car,5
10076,36,27.31,344.76,127930,21.66,680,18,88.97,MORTGAGE,home_improvement,17
1302,60,11.97,805.33,171265,31.46,622,3,27.56,OWN,small_business,10
17633,36,19.25,256.71,69869,8.09,807,7,42.14,OWN,debt_consolidation,17
6258,60,27.38,64.25,80843,33.97,608,10,86.75,OWN,credit_card,14
3096,36,22.56,936.0,37305,11.81,827,2,56.25,RENT,credit_card,12
8657,36,11.74,256.21,182632,27.9,796,3,13.62,OWN,home_improvement,3
2645,36,17.44,461.98,120513,17.7,588,13,17.58,RENT,debt_consolidation,8
16088,60,15.11,899.56,118343,17.57,691,1,20.42,OWN,car,6
23424,60,27.07,1019.4,80910,27.34,717,6,69.57,RENT,debt_consolidation,13
6569,36,20.81,954.24,65991,25.12,792,12,6.74,RENT,car,10
33262,36,17.99,654.0,141443,22.71,691,17,108.33,RENT,debt_consolidation,9
6084,36,22.57,124.41,175879,28.37,691,10,8.86,OWN,car,9
9635,36,22.23,502.64,26713,16.4,694,11,34.89,RENT,car,3
31676,60,22.03,1049.32,51247,1.53,825,15,55.68,OWN,home_improvement,16
14380,60,14.13,543.34,40707,28.38,827,10,112.81,RENT,debt_consolidation,0
14869,60,17.08,801.68,119339,32.6,581,7,12.94,RENT,car,5
11492,36,16.83,770.62,22039,34.03,825,11,37.11,OWN,debt_consolidation,17
30312,60,27.93,334.4,81800,14.97,654,18,48.7,OWN,small_business,18
32027,60,7.12,704.1,137441,10.07,815,7,64.59,MORTGAGE,home_improvement,14
20063,36,12.93,1184.46,174044,26.22,632,12,89.2,MORTGAGE,credit_card,12
28216,36,26.84,906.39,96197,34.17,625,19,8.78,OWN,small_business,13
17335,36,13.6,840.37,92083,21.05,654,17,116.25,RENT,car,10
1717,60,18.96,332.0,34245,15.58,622,9,84.39,MORTGAGE,credit_card,6
2587,60,14.5,911.16,35611,4.17,648,2,11.78,MORTGAGE,small_business,17
22793,36,19.83,336.44,102095,31.99,642,11,95.03,RENT,small_business,17
16034,60,7.19,872.37,119134,6.16,689,9,33.26,MORTGAGE,home_improvement,16
20225,60,18.4,505.54,84398,8.22,629,3,6.71,MORTGAGE,small_business,10
31009,60,26.89,1044.09,132168,3.24,599,2,112.39,RENT,debt_consolidation,6
20738,36,5.68,573.15,28577,9.86,617,11,87.4,MORTGAGE,credit_card,19
24616,60,6.33,345.25,57269,31.14,723,2,36.76,RENT,debt_consolidation,5
19323,60,27.72,834.53,195069,32.44,591,16,62.81,OWN,credit_card,14
6603,36,14.57,541.0,66408,28.19,690,11,12.84,RENT,credit_card,13
25917,60,16.36,601.17,33225,6.85,729,2,56.9,MORTGAGE,home_improvement,5
10765,60,10.1,561.19,142427,23.3,657,10,77.87,RENT,car,1
16717,36,14.19,799.75,179009,32.82,792,6,66.46,RENT,debt_consolidation,8
32097,60,8.44,139.94,56979,29.32,695,6,96.96,OWN,home_improvement,5
28420,36,25.88,355.96,93836,0.8,619,13,105.13,RENT,home_improvement,15
34998,36,18.65,214.79,55925,13.92,659,9,90.85,MORTGAGE,small_business,2
24863,60,7.79,491.72,39046,27.66,777,11,73.63,OWN,debt_consolidation,12
1097,36,22.04,75.35,63093,26.44,780,2,66.85,OWN,debt_consolidation,4
10017,36,6.54,1088.25,50653,30.11,643,8,63.94,OWN,credit_card,15
17211,36,16.52,355.13,98694,16.06,708,12,52.61,MORTGAGE,small_business,7
26934,60,14.62,165.46,148928,14.95,720,8,94.7,OWN,car,1
32750,60,10.32,435.82,73164,28.65,597,9,61.72,RENT,credit_card,14
16540,36,25.28,944.57,37522,28.0,625,5,8.81,OWN,car,2
33467,60,18.63,567.74,45362,21.81,744,7,33.73,RENT,car,6
3961,36,12.04,462.04,78543,0.35,792,16,30.22,OWN,car,2
1670,60,24.77,740.33,93654,32.54,738,1,40.88,OWN,small_business,15
28840,36,20.34,1033.52,76414,32.22,681,8,71.32,RENT,small_business,15
2893,36,9.28,222.65,118891,15.62,849,10,79.42,OWN,car,6
8566,60,13.32,410.32,175384,2.58,816,4,36.75,OWN,credit_card,8
3433,60,24.25,294.52,38934,23.51,716,4,75.81,MORTGAGE,debt_consolidation,0
2378,36,17.67,696.27,168694,4.91,743,8,111.9,MORTGAGE,home_improvement,10
1463,36,26.27,402.65,182377,17.42,807,1,14.4,MORTGAGE,small_business,19
10168,36,15.53,731.61,31766,20.61,629,14,88.31,MORTGAGE,small_business,7
12205,60,8.85,500.38,92131,26.63,640,14,107.01,OWN,small_business,10
9750,60,5.91,1166.12,88213,13.57,780,8,66.19,OWN,debt_consolidation,15
29916,36,11.27,500.68,88089,23.45,824,17,104.53,MORTGAGE,debt_consolidation,16
18375,60,22.87,915.11,66402,17.68,794,17,51.46,RENT,debt_consolidation,13
17964,60,27.93,757.6,165934,25.65,603,15,48.74,OWN,car,15
4009,60,7.64,162.69,40163,11.64,769,9,34.55,RENT,car,11
27345,36,18.52,247.37,121471,8.77,655,9,118.19,RENT,car,2
31143,60,16.19,896.39,135020,26.46,808,6,102.63,RENT,car,12
20456,36,5.68,1170.3,168915,21.47,791,5,63.66,RENT,car,5
3125,60,18.35,164.87,174161,28.0,593,16,33.0,MORTGAGE,small_business,19
16882,36,10.95,189.86,159895,3.32,775,1,108.24,OWN,home_improvement,2
30768,36,10.68,1187.4,96668,34.41,766,1,86.13,RENT,debt_consolidation,3
27832,60,27.65,1047.54,192352,8.63,620,13,40.35,OWN,credit_card,16
30809,36,18.26,930.7,83304,11.34,793,17,68.27,RENT,small_business,4
28716,60,16.48,266.18,114606,2.25,661,1,14.05,RENT,debt_consolidation,10
14051,36,26.42,415.9,60834,31.93,651,10,16.69,MORTGAGE,debt_consolidation,10
16449,36,14.76,429.81,52894,10.7,664,16,47.1,MORTGAGE,car,2
1365,36,17.64,407.99,118136,3.51,785,3,56.19,OWN,debt_consolidation,1
15069,60,12.35,796.96,128039,13.96,591,8,19.76,OWN,small_business,4
30866,60,22.19,990.44,67165,18.6,716,10,114.59,MORTGAGE,credit_card,2
29152,36,21.55,1013.99,169073,4.13,748,5,70.98,MORTGAGE,home_improvement,16
12394,36,15.58,959.99,164475,22.85,753,19,60.33,MORTGAGE,home_improvement,5
16386,60,17.05,853.4,26932,5.17,721,15,23.12,OWN,home_improvement,12
7368,36,23.32,606.49,180034,29.25,643,18,50.32,MORTGAGE,car,0
13497,36,5.77,235.61,90500,29.11,729,16,34.97,OWN,credit_card,2
22792,60,6.61,894.27,94210,33.68,781,18,36.84,OWN,car,16
5906,36,8.36,1103.46,80126,11.46,682,4,24.02,MORTGAGE,credit_card,8
17154,36,11.87,784.44,61472,0.67,581,13,77.92,OWN,car,10
1728,60,20.6,1121.55,114672,3.54,677,4,108.33,MORTGAGE,credit_card,16
14893,60,23.84,1075.56,169157,9.76,775,16,92.06,OWN,home_improvement,15
20158,60,13.63,143.25,198770,7.49,608,13,31.2,MORTGAGE,debt_consolidation,9
13452,36,16.2,963.42,170761,1.47,655,3,83.12,OWN,car,18
22427,36,14.32,962.46,57972,28.43,757,13,48.26,OWN,car,10
30425,36,10.54,936.0,139937,9.33,609,1,43.18,OWN,car,4
28808,60,9.49,736.14,49469,5.77,629,2,27.11,OWN,car,8
31981,60,16.96,272.83,121751,9.58,833,3,62.38,MORTGAGE,car,8
24078,36,17.97,706.14,109352,20.95,787,7,104.12,MORTGAGE,debt_consolidation,6
26625,60,21.16,503.76,71194,21.55,686,10,57.8,OWN,small_business,0
25276,60,13.9,382.36,44881,28.6,632,18,100.58,MORTGAGE,debt_consolidation,11
11616,36,13.05,1109.44,89741,8.61,580,19,88.47,OWN,car,15
7296,60,20.49,1185.45,148577,25.09,612,11,12.6,OWN,home_improvement,4
20275,36,6.51,1071.42,108719,5.13,659,13,117.69,RENT,home_improvement,7
27685,36,13.17,436.05,83073,9.51,635,13,69.71,MORTGAGE,credit_card,19
20337,36,21.57,618.08,155579,3.35,828,9,85.41,MORTGAGE,small_business,8
5340,60,21.14,448.64,20576,4.42,823,19,85.84,MORTGAGE,debt_consolidation,1
11800,60,24.91,64.27,103562,18.43,809,9,5.14,OWN,car,15
14615,36,13.09,178.62,189734,11.96,709,16,79.94,OWN,debt_consolidation,8
5804,36,26.28,444.36,60875,25.77,733,11,93.5,OWN,small_business,0
21074,36,18.46,246.54,65440,25.4,722,2,96.73,MORTGAGE,credit_card,4
10882,60,11.38,769.77,110935,21.84,765,6,75.84,RENT,car,4
18159,36,6.64,298.38,92321,32.98,627,11,76.19,MORTGAGE,car,18
24265,36,22.29,686.76,154789,23.84,647,17,113.46,RENT,debt_consolidation,4
18627,60,22.34,876.64,121610,15.4,611,2,68.99,RENT,debt_consolidation,16
4561,60,10.73,1161.01,46730,29.92,755,9,3.47,RENT,car,9
24989,60,24.34,1143.55,110217,30.08,691,3,59.39,RENT,home_improvement,4
34982,36,14.17,837.68,57880,2.39,641,12,22.45,MORTGAGE,car,11
22364,36,26.52,879.39,117083,26.4,608,17,118.71,OWN,debt_consolidation,15
4551,36,23.2,1067.6,55276,7.36,697,11,107.26,MORTGAGE,debt_consolidation,11
6600,36,21.82,491.12,97700,8.2,757,1,69.25,OWN,car,6
2062,60,16.27,1094.9,109666,4.21,812,1,48.23,OWN,small_business,5
17779,36,24.31,233.2,119332,4.37,751,14,38.53,RENT,car,5
20835,60,10.75,101.94,191398,6.87,580,18,38.47,OWN,small_business,8
24472,60,21.67,429.74,175182,2.8,660,3,68.8,RENT,credit_card,12
17566,36,18.31,531.26,108958,11.81,605,10,0.23,RENT,small_business,14
20870,60,8.75,945.27,124008,5.22,653,7,47.09,MORTGAGE,car,9
7638,36,8.39,266.06,124636,18.92,835,17,81.56,RENT,car,9
29412,36,15.57,917.51,130612,24.75,790,11,96.32,RENT,credit_card,11
5567,60,10.57,313.72,93285,19.0,690,4,58.39,MORTGAGE,small_business,19
13413,36,9.56,370.66,133056,14.91,654,4,36.96,MORTGAGE,credit_card,0
7254,36,24.99,226.93,76655,21.63,728,9,36.29,MORTGAGE,small_business,14
25031,60,25.69,442.23,35419,30.32,685,2,37.76,OWN,home_improvement,18
26709,36,14.36,905.79,66875,27.1,830,19,106.41,RENT,small_business,17
11526,36,20.97,643.78,35941,32.91,682,17,3.4,OWN,debt_consolidation,9
15119,36,26.78,1137.73,21011,6.79,770,12,82.2,OWN,credit_card,18
